title,description,keywords,date,duration,views,n_lang,lang,speaker,speaker_job,speaker_about,n_comments
The shared experience of absurdity,"Charlie Todd causes bizarre, hilarious, and unexpected public scenes: Seventy synchronized dancers in storefront windows, ""ghostbusters"" running through the New York Public Library, and the annual no-pants subway ride. His group, Improv Everywhere, uses these scenes to bring people together.","TEDx, comedy, community, culture, entertainment, humor",May 2011,724.0,2919457,39,el | en | zh | vi | ca | it | hy | pt-BR | cs | gl | id | es | ru | nl | pt | zh-Hant | nb | tr | zh-Hans | lt | th | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko | sv | sk | ar | uk,Charlie Todd,Comedian,"Charlie Todd is the creator of Improv Everywhere, a group that creates absurd and joyful public scenes.",269
A map of the brain,"How can we begin to understand the way the brain works? The same way we begin to understand a city: by making a map. In this visually stunning talk, Allan Jones shows how his team is mapping which genes are turned on in each tiny region, and how it all connects up.","brain, disease, science, technology, genetics, neuroscience, molecular biology, biotech, mental health, physiology, medical research, medical imaging, cognitive science, visualizations, DNA",July 2011,921.0,1139205,35,el | en | vi | it | ar | pt-BR | uk | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | lt | ro | pl | fr | bg | ku | hr | de | da | fa | hu | ja | he | sr | sq | ko | sv | mk | ms,Allan Jones,Brain scientist,"As CEO of the Allen Institute for Brain Science, Allan Jones leads an ambitious project to build an open, online, interactive atlas of the human brain.",104
Ancient wonders captured in 3D,"Ancient monuments give us clues to astonishing past civilizations — but they're under threat from pollution, war, neglect. Ben Kacyra, who invented a groundbreaking 3D scanning system, is using his invention to scan and preserve the world's heritage in archival detail. (Watch to the end for a little demo.)","history, invention, technology, archaeology",July 2011,740.0,538160,32,el | en | vi | ca | it | ar | pt-BR | cs | az | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | hy | ja | he | sr | ko,Ben Kacyra,Digital preservationist,Ben Kacyra uses state-of-the-art technology to preserve cultural heritage sites and let us in on their secrets in a way never before possible.,94
High-tech art (with a sense of humor),"Artist and TED Fellow Aparna Rao re-imagines the familiar in surprising, often humorous ways. With her collaborator Soren Pors, Rao creates high-tech art installations — a typewriter that sends emails, a camera that tracks you through the room only to make you invisible on screen — that put a playful spin on ordinary objects and interactions.","TED Fellows, art, creativity, humor, technology",July 2011,470.0,843580,37,el | en | vi | it | ar | pt-BR | cs | gl | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | lt | th | ro | pl | ta | fr | bg | fr-CA | de | hu | fa | hi | ja | he | sr | sq | ko | sv | sk | uk,Aparna Rao,Artist,"A part of the Bangalore-based artist duo Pors & Rao, TED Senior Fellow Aparna Rao works with electro-mechanical systems and interactive installations.",106
The line between life and not-life,"In his lab, Martin Hanczyc makes ""protocells,"" experimental blobs of chemicals that behave like living cells. His work demonstrates how life might have first occurred on Earth ... and perhaps elsewhere too.","biology, chemistry, life, science, molecular biology, AI, evolution, ecology, human origins, innovation, nanoscale",May 2011,877.0,779499,30,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | ko | sk | uk,Martin Hanczyc,Chemist,"Martin Hanczyc explores the path between living and nonliving systems, using chemical droplets to study behavior of the earliest cells.",189
The right to understand,"Medical, legal, and financial documents should be easy to read, but too often they aren't. With spot-on (and funny) examples, Sandra Fisher Martins shows how overly complex language separates us from the information we need — and three steps to change that. In Portuguese with English subtitles.","TEDx, culture, design, language, law, simplicity",March 2011,942.0,333069,14,en | pt | nl | pt-BR | th | es | he | ar | fr | it | ko | ru | zh-Hans | zh-Hant,Sandra Fisher-Martins,"Translator, plain language activist",Sandra Fisher-Martins fights “information apartheid” -- the barrier created by overly complex language.,90
How mobile phones helped solve two murders,"Two murders sat unexplained and unsolved — until reporter Paul Lewis starting talking to bystanders who had evidence on their mobile phones. Step by step, Lewis pieced together their evidence and their stories to find justice for the victims. It's the future of investigative journalism, powered by the crowd.","TEDx, cities, collaboration, culture, global issues, journalism, social media",April 2011,1013.0,230468,10,en | fa | zh-Hant | pt | es | pt-BR | hu | ko | ru | it,Paul Lewis,Journalist,Reporter Paul Lewis harnesses the power of mobile phones and social media -- innovations that are making every person a potential journalist.,47
"Augmented reality, techno-magic","Using sleight-of-hand techniques and charming storytelling, illusionist Marco Tempest brings a jaunty stick figure to life onstage at TEDGlobal.","entertainment, magic, technology",July 2011,344.0,1084158,42,el | en | vi | ca | it | hy | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | th | ro | fil | ta | fr | bg | fr-CA | de | da | fa | hi | hu | he | sr | sq | ko | sv | mk | sk | ar | pl | uk | my | kk,Marco Tempest,Techno-illusionist,"Marco Tempest is a cyber illusionist, combining magic and technology to produce astonishing illusions.",93
The real reason for brains,"Neuroscientist Daniel Wolpert starts from a surprising premise: the brain evolved, not to think or feel, but to control movement. In this entertaining, data-rich talk he gives us a glimpse into how the brain creates the grace and agility of human motion.","biology, brain, evolution, science, math, biomechanics, AI, engineering, robots, neuroscience, decision-making, consciousness, cognitive science",July 2011,1199.0,1850774,30,el | en | vi | it | ar | pt-BR | cs | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | ko | mk | sk | uk,Daniel Wolpert,Movement expert,"A neuroscientist and engineer, Daniel Wolpert studies how the brain controls the body.",253
A plane you can drive,"A flying car — it's an iconic image of the future. But after 100 years of flight and automotive engineering, no one has really cracked the problem. Pilot Anna Mracek Dietrich and her team flipped the question, asking: Why not build a plane that you can drive?","cars, design, flight, invention, transportation",July 2011,578.0,951194,31,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | nb | tr | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | ja | he | sq | ko | uk,Anna Mracek Dietrich,Inventor,"Anna Mracek Dietrich is one of the creators of the Transition, the ""plane you can drive.""",107
"Trust, morality — and oxytocin?","What drives our desire to behave morally? Neuroeconomist Paul Zak shows why he believes oxytocin (he calls it ""the moral molecule"") is responsible for trust, empathy and other feelings that help build a stable society. NOTE: Research and statements in this talk have been challenged by other scientists working in this field. Please read ""Criticisms & Updates"" below for more details.","brain, culture, medicine, morality, science, chemistry, neuroscience, behavioral economics, molecular biology, sociology, biology, happiness, empathy, psychology, mind, cognitive science",July 2011,994.0,1627425,37,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | nb | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | da | fa | fi | hy | hu | ja | he | ka | sr | sq | ko | mk | sk | uk,Paul Zak,Neuroeconomist,"A pioneer in the field of neuroeconomics, Paul Zak is uncovering how the hormone oxytocin promotes trust, and proving that love is good for business.",315
"FBI, here I am!","After he ended up on a watch list by accident, Hasan Elahi was advised by his local FBI agents to let them know when he was traveling. He did that and more ... much more.","art, data, security, war, web, surveillance",July 2011,870.0,858808,36,el | en | zh | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | ro | pl | fr | bg | fr-CA | de | da | fa | hy | hu | ja | he | sr | sq | ko | sv | uk | sl,Hasan Elahi,Privacy artist,"In 2002, American artist Hasan Elahi’s name was added (by mistake) to the US government’s watch list.",142
Stories cut from paper,"With scissors and paper, artist Béatrice Coron creates intricate worlds, cities and countries, heavens and hells. Striding onstage in a glorious cape cut from Tyvek, she describes her creative process and the way her stories develop from snips and slices.","art, creativity, storytelling",March 2011,1095.0,963654,31,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | hy | ja | he | sr | sq | ko | sk | uk,Béatrice Coron,Papercutter artist,Béatrice Coron has developed a language of storytelling by papercutting multi-layered stories.,70
Open-source cancer research,"How does cancer know it's cancer? At Jay Bradner's lab, they found a molecule that might hold the answer, JQ1. But instead of patenting it and reaping the profits (as many other labs have done) — they published their findings and mailed samples to 40 other labs to work on. An inspiring look at the open-source future of medical research.","TEDx, business, cancer, medical research, open-source, science, genetics, collaboration, community, DNA, chemistry, crowdsourcing, molecular biology",May 2011,767.0,542128,27,el | en | vi | it | ar | pt-BR | gl | es | ru | nl | pt | zh-Hant | zh-Hans | lt | th | ro | pl | fr | bg | hr | de | fa | ja | he | sr | ko | uk,Jay Bradner,Research scientist,"In his lab, Jay Bradner, a researcher at Harvard and Dana Farber in Boston, works on a breakthrough approach for subverting cancer .. and he’s giving the secret away.",142
The strange tale of the Norden bombsight,"Master storyteller Malcolm Gladwell tells the tale of the Norden bombsight, a groundbreaking piece of World War II technology with a deeply unexpected result.","drones, invention, war",July 2011,900.0,1514283,34,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | ja | he | ka | sr | sq | ko | sv | mk | uk,Malcolm Gladwell,Writer,"Detective of fads and emerging subcultures, chronicler of jobs-you-never-knew-existed, Malcolm Gladwell's work is toppling the popular understanding of bias, crime, food, marketing, race, consumers and intelligence.",311
The divided brain,"Psychiatrist Iain McGilchrist describes the real differences between the left and right halves of the human brain. It's not simply ""emotion on the right, reason on the left,"" but something far more complex and interesting. A Best of the Web talk from RSA Animate.","brain, culture, science, neuroscience",October 2011,0,683607,0,,Iain McGilchrist,Psychiatrist and writer,"Psychatrist Iain McGilchrist is the author of ""The Master and His Emissary: The Divided Brain and the Making of the Western World.""",234
How economic inequality harms societies,"We feel instinctively that societies with huge income gaps are somehow going wrong. Richard Wilkinson charts the hard data on economic inequality, and shows what gets worse when rich and poor are too far apart: real effects on health, lifespan, even such basic values as trust.","culture, data, global issues, inequality, money, social change, visualizations",July 2011,1014.0,2825218,40,el | en | vi | ca | it | cs | hy | pt-BR | eu | gl | id | es | ru | nl | pt | zh-Hant | nb | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | ka | sr | sq | ko | sv | mk | sk | ar | uk,Richard Wilkinson,Public health researcher,"In ""The Spirit Level,"" Richard Wilkinson charts data that proves societies that are more equal are healthier, happier societies.",1071
Art made of storms,Artist Nathalie Miebach takes weather data from massive storms and turns it into complex sculptures that embody the forces of nature and time. These sculptures then become musical scores for a string quartet to play.,"TED Fellows, art, data, visualizations, weather",July 2011,259.0,757469,34,el | en | zh | vi | it | ar | pt-BR | cs | az | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | sq | ko | sk | uk | sl | my,Nathalie Miebach,Artist,Nathalie Miebach is a Boston-based artist who translates weather data into complex sculptures and musical scores.,148
"A prosthetic arm that ""feels""","Physiatrist and engineer Todd Kuiken is building a prosthetic arm that connects with the human nervous system — improving motion, control and even feeling. Onstage, patient Amanda Kitts helps demonstrate this next-gen robotic arm.","Senses, design, engineering, invention, medicine, prosthetics, science, technology, bionics",July 2011,1131.0,887167,23,el | en | vi | it | ar | pt-BR | es | ru | nl | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | de | fa | ja | he | sr | ko,Todd Kuiken,Biomedical engineer,"A doctor and engineer, Todd Kuiken builds new prosthetics that connect with the human nervous system. Yes: bionics.",84
How cyberattacks threaten real-world peace,"Nations can now attack other nations with cyber weapons: silent strikes on another country's computer systems, power grids, dams that leave no trace behind. (Think of the Stuxnet worm.) Guy-Philippe Goldstein shows how cyberattacks can leap between the digital and physical worlds to prompt armed conflict — and how we might avert this global security hazard.","TEDx, computers, global issues, politics, security, technology, terrorism, war",January 2010,564.0,505774,31,el | en | vi | ca | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko,Guy-Philippe Goldstein,Author,"Guy-Philippe Goldstein is the author of Babel Minute Zero, a novel that examines the reality of cyberwar in our current geopolitical topography.",89
Freeing energy from the grid,"What would happen if we could generate power from our windowpanes? In this moving talk, entrepreneur Justin Hall-Tipping shows the materials that could make that possible, and how questioning our notion of 'normal' can lead to extraordinary breakthroughs.","energy, entrepreneur, environment, science, technology, electricity",July 2011,765.0,1071851,29,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | fr-CA | de | fa | ja | he | sr | sq | ko | uk,Justin Hall-Tipping,Science entrepreneur,Justin Hall-Tipping works on nano-energy startups -- mastering the electron to create power.,302
Learning from a barefoot movement,"In Rajasthan, India, an extraordinary school teaches rural women and men — many of them illiterate — to become solar engineers, artisans, dentists and doctors in their own villages. It's called the Barefoot College, and its founder, Bunker Roy, explains how it works.","culture, education, global issues, india, invention, women, global development",July 2011,1147.0,3755419,45,el | eo | en | zh | vi | ca | it | cs | ar | pt-BR | eu | az | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | fr-CA | th | ro | ta | am | fr | bg | uk | hr | da | fa | hi | fi | hu | ja | he | ka | mn | ko | km | de | pl | ku | sr | ky,Bunker Roy,Educator,"Sanjit “Bunker” Roy is the founder of Barefoot College, which helps rural communities becomes self-sufficient.",359
My mushroom burial suit,"Here's a powerful provocation from artist Jae Rhim Lee. Can we commit our bodies to a cleaner, greener Earth, even after death? Naturally — using a special burial suit seeded with pollution-gobbling mushrooms. Yes, this just might be the strangest TEDTalk you'll ever see ...","TED Fellows, death, design, green, invention, art, fungi",July 2011,450.0,1510741,33,el | eo | en | vi | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | ko | sk | uk | my,Jae Rhim Lee,Artist,Artist and TED Fellow Jae Rhim Lee re-imagines the relationships between the body and the world.,262
How to spot a liar,"On any given day we're lied to from 10 to 200 times, and the clues to detect those lies can be subtle and counter-intuitive. Pamela Meyer, author of Liespotting, shows the manners and ""hotspots"" used by those trained to recognize deception — and she argues honesty is a value worth preserving.","culture, psychology, science, society",July 2011,1130.0,21730078,40,el | en | vi | ca | it | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | lt | sh | th | ro | fil | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko | sv | sk | ar | pl | uk | ku,Pamela Meyer,Lie detector,"Pamela Meyer thinks we’re facing a pandemic of deception, but she’s arming people with tools that can help take back the truth.",578
The day I turned down Tim Berners-Lee,"Imagine it's late 1990, and you've just met a nice young man named Tim Berners-Lee, who starts telling you about his proposed system called the World Wide Web. Ian Ritchie was there. And ... he didn't buy it. A short story about information, connectivity and learning from mistakes.","business, history, technology, web",July 2011,341.0,607609,34,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | nb | tr | zh-Hans | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | uz | sr | sq | ko | ur | sk | uk,Ian Ritchie,Software entrepreneur,Ian Ritchie,58
How beauty feels,"A story, a work of art, a face, a designed object — how do we tell that something is beautiful?  And why does it matter so much to us? Designer Richard Seymour explores our response to beauty and the surprising power of objects that exhibit it.","Senses, beauty, design, happiness, art",May 2011,1035.0,1032558,31,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | nb | tr | zh-Hans | th | ro | pl | fr | bg | de | da | fa | hu | ja | he | sr | sq | ko | uk,Richard Seymour,Designer,"As a partner in seymourpowell, Richard Seymour designs idea-driven products -- from household goods to trains and motorcycles.",108
What do babies think?,"""Babies and young children are like the R&D division of the human species,"" says psychologist Alison Gopnik. Her research explores the sophisticated intelligence-gathering and decision-making that babies are really doing when they play.","brain, children, culture, education, psychology",July 2011,1109.0,3470725,38,el | en | vi | ca | it | ar | pt-BR | cs | gl | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | ro | pl | fr | bg | uk | hr | de | hu | fa | hi | da | ja | he | sr | sq | ko | sv | sk | ku | sl,Alison Gopnik,Child development psychologist,"Alison Gopnik takes us into the fascinating minds of babies and children, and shows us how much we understand before we even realize we do.",265
Trusting the ensemble,"Conductor Charles Hazlewood talks about the role of trust in musical leadership — then shows how it works, as he conducts the Scottish Ensemble onstage. He also shares clips from two musical projects: the opera ""U-Carmen eKhayelitsha"" and the ParaOrchestra.","collaboration, conducting, culture, entertainment, music, trust, live music",July 2011,1176.0,530527,29,en | vi | fr-CA | it | ar | pt-BR | cs | id | es | ru | nl | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | sq | ko | uk,Charles Hazlewood,Conductor,"Charles Hazlewood dusts off and invigorates classical music, adding a youthful energy and modern twists to centuries-old masterworks. At TEDGlobal, he conducts the Scottish Ensemble.",42
We can recycle plastic,"Less than 10% of plastic trash is recycled — compared to almost 90% of metals — because of the massively complicated problem of finding and sorting the different kinds. Frustrated by this waste, Mike Biddle has developed a cheap and incredibly energy efficient plant that can, and does, recycle any kind of plastic.","business, global issues, green, plastic, technology",July 2011,658.0,1071919,39,el | eo | en | vi | it | ar | pt-BR | cs | gl | id | es | ru | nl | pt | zh-Hans | zh-Hant | nb | tr | lv | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | fi | ja | he | sr | sq | ko | sv | sk | uk | sl,Mike Biddle,Plastics recycler,"Discarded plastic, too often, ends up buried or burned, not recycled (it's just too complicated). But Mike Biddle has found a way to close the loop.",319
How to live before you die,"At his Stanford University commencement speech, Steve Jobs, CEO and co-founder of Apple and Pixar, urges us to pursue our dreams and see the opportunities in life's setbacks — including death itself.","business, computers, creativity, death, design, goal-setting, innovation, life, technology",June 2005,0,9182306,0,,Steve Jobs,Visionary,"As CEO of Apple, Steve Jobs spearheaded some of the most iconic products in technology, entertainment and design.",1654
"Less stuff, more happiness","Writer and designer Graham Hill asks: Can having less stuff, in less room, lead to more happiness? He makes the case for taking up less space, and lays out three rules for editing your life.","consumerism, culture, design, happiness, media, simplicity",March 2011,349.0,4477613,48,el | en | zh | vi | ca | it | cs | hy | pt-BR | eu | gl | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | lt | th | ro | pl | ta | fr | bg | uk | fr-CA | de | da | fa | fi | hu | ja | he | sr | sq | mn | ko | sv | mk | sk | ar | ku | sl | my,Graham Hill,Journalist,Graham Hill is the founder of TreeHugger.com and LifeEdited; he travels the world to tell stories of sustainability and minimalism. He tweets at @GHill.,382
Finding life we can't imagine,"How do we search for alien life if it's nothing like the life that we know? Christoph Adami shows how he uses his research into artificial life — self-replicating computer programs — to find a signature, a ""biomarker,"" that is free of our preconceptions of what life is.","TEDx, bacteria, biology, evolution, life, science",February 2011,1131.0,611565,27,en | he | uk | de | ko | zh-Hans | zh-Hant | sq | ru | el | it | vi | ar | pt-BR | az | es | nl | pt | tr | ro | pl | fr | bg | hu | fa | ja | sr,Christoph Adami,Artificial life researcher,"Christoph Adami works on the nature of life and evolution, trying to define life in a way that is as free as possible from our preconceptions.",157
The generation that's remaking China,"Yang Lan, a journalist and entrepreneur who's been called ""the Oprah of China,"" offers insight into the next generation of young Chinese citizens — urban, connected (via microblogs) and alert to injustice.","Asia, china, economics, global issues, media, politics",July 2011,1034.0,1902079,33,el | en | zh | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | ro | pl | fr | bg | de | da | fa | fi | ja | he | ko | kn | sk | uk | sl | lv,Yang Lan,"Media mogul, TV host","Yang Lan is often called “the Oprah of China.” The chair of a multiplatform business empire, Yang is pioneering more-open means of communication in the communist nation.",524
A flirtatious aria,"Can opera be ever-so-slightly sexy? The glorious soprano Danielle de Niese shows how, singing the flirty ""Meine Lippen, sie küssen so heiss."" Which, translated, means, as you might guess: ""I kiss so hot."" From Giuditta by Frans Lehár; accompanist: Ingrid Surgenor.","creativity, entertainment, sex, theater",July 2011,355.0,836695,29,el | en | vi | it | ar | pt-BR | es | ru | nl | pt | zh-Hant | tr | zh-Hans | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | sq | ko | sk | uk | my,Danielle de Niese,Soprano,"Her voice described as a “sweet gleaming soprano,” Danielle de Niese breathes new life into opera, astonishing critics and making audiences sit up and listen.",121
Battling bad science,"Every day there are news reports of new health advice, but how can you know if they're right? Doctor and epidemiologist Ben Goldacre shows us, at high speed, the ways evidence can be distorted, from the blindingly obvious nutrition claims to the very subtle tricks of the pharmaceutical industry.","data, health care, illness, illusion, medicine, science, pharmaceuticals",July 2011,859.0,2415741,39,el | eo | en | vi | ca | it | cs | ar | pt-BR | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | lt | th | ro | pl | fr | bg | fr-CA | de | da | fa | hu | ja | he | sr | sq | ko | sv | uk | sl | gl | eu,Ben Goldacre,Debunker,"Ben Goldacre unpicks dodgy scientific claims made by scaremongering journalists, dubious government reports, pharmaceutical corporations, PR companies and quacks.",346
Filming democracy in Ghana,"Jarreth Merz, a Swiss-Ghanaian filmmaker, came to Ghana in 2008 to film the national elections. What he saw there taught him new lessons about democracy — and about himself.","Africa, democracy, entertainment, film, global issues, politics",July 2011,516.0,408653,33,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | hr | ro | pl | fr | bg | fr-CA | de | hu | fa | ja | he | sr | sq | ko | sk | uk | sl,Jarreth Merz,Filmmaker,"Jarreth Merz' new film, ""An African Election,"" follows the 2008 presidential elections in Ghana from start to finish.",53
A short intro to the Studio School,"Some kids learn by listening; others learn by doing. Geoff Mulgan gives a short introduction to the Studio School, a new kind of school in the UK where small teams of kids learn by working on projects that are, as Mulgan puts it, ""for real.""","creativity, culture, design, education, work",July 2011,376.0,710315,38,el | en | vi | ca | it | ar | pt-BR | cs | et | id | es | ru | nl | pt | zh-Hans | zh-Hant | tr | lv | hr | lt | th | ro | pl | fr | bg | fr-CA | de | hu | fa | ja | he | uz | sr | sq | ko | sk | uk | az,Geoff Mulgan,Social commentator,"Geoff Mulgan is director of the Young Foundation, a center for social innovation, social enterprise and public policy that pioneers ideas in fields such as aging, education and poverty reduction. He’s the founder of the think-tank Demos, and the author of ""The Art of Public Strategy.""",160
A doctor's touch,"Modern medicine is in danger of losing a powerful, old-fashioned tool: human touch. Physician and writer Abraham Verghese describes our strange new world where patients are merely data points, and calls for a return to the traditional one-on-one physical exam.","communication, culture, health, health care, medicine, science",July 2011,1112.0,1561306,34,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | lt | th | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko | sv | mk | ku,Abraham Verghese,Physician and author,"In our era of the patient-as-data-point, Abraham Verghese believes in the old-fashioned physical exam, the bedside chat, the power of informed observation.",231
"Doodlers, unite!","Studies show that sketching and doodling improve our comprehension — and our creative thinking. So why do we still feel embarrassed when we're caught doodling in a meeting? Sunni Brown says: Doodlers, unite! She makes the case for unlocking your brain via pad and pen.","business, creativity, culture, presentation",March 2011,350.0,1425654,35,el | en | vi | it | hy | pt-BR | cs | id | es | ru | lb | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | da | fa | hi | nl | hu | ja | he | sr | ko | sv | sk | ar | uk,Sunni Brown,Visualizer and gamestorming,"In her book ""Gamestorming,"" Sunni Brown shows how using art and games can empower serious problem-solving.",237
Fighting a contagious cancer,"What is killing the Tasmanian devil? A virulent cancer is infecting them by the thousands  — and unlike most cancers, it's contagious. Researcher Elizabeth Murchison tells us how she's fighting to save the Taz, and what she's learning about all cancers from this unusual strain. Contains disturbing images of facial cancer.","animals, biology, cancer, science",July 2011,783.0,506037,29,el | en | vi | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sq | ko | sv,Elizabeth Murchison,Cancer researcher,Elizabeth Murchison studies a mysterious (and contagious) cancer that threatens to wipe out Tasmanian devils.,144
Selling condoms in the Congo,"HIV is a serious problem in the DR Congo, and aid agencies have flooded the country with free and cheap condoms. But few people are using them. Why? ""Reformed marketer"" Amy Lockwood offers a surprising answer that upends a traditional model of philanthropy. (Some NSFW images.)","Africa, business, global issues, marketing, philanthropy, HIV",July 2011,256.0,871077,39,el | en | zh | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hans | zh-Hant | nb | tr | hr | th | ro | pl | fr | bg | fr-CA | de | hu | fa | fi | ja | he | sr | sq | ko | sv | ur | sk | uk | sl,Amy Lockwood,Global development worker,"Amy Lockwood is the deputy director of Stanford's Center for Innovation in Global Health, where she looks at new solutions to big problems.",104
What we learned from 5 million books,"Have you played with Google Labs' Ngram Viewer? It's an addicting tool that lets you search for words and ideas in a database of 5 million books from across centuries. Erez Lieberman Aiden and Jean-Baptiste Michel show us how it works, and a few of the surprising things we can learn from 500 billion words.","Google, TEDx, data, design, library, technology, visualizations, writing",July 2011,848.0,1904393,37,el | en | vi | ca | it | ar | pt-BR | cs | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | da | fa | bs | hy | hu | ja | he | sr | sq | ko | sv | mk | sk | uk,Jean-Baptiste Michel + Erez Lieberman Aiden,Researcher,Jean-Baptiste Michel looks at how we can use large volumes of data to better understand our world.,322
The 6 killer apps of prosperity,"Over the past few centuries, Western cultures have been very good at creating general prosperity for themselves. Historian Niall Ferguson asks: Why the West, and less so the rest? He suggests half a dozen big ideas from Western culture — call them the 6 killer apps — that promote wealth, stability and innovation. And in this new century, he says, these apps are all shareable.","business, culture, economics, global issues",July 2011,1219.0,1643161,33,el | en | vi | ca | it | cs | ar | pt-BR | eu | id | es | ru | nl | pt | zh-Hant | tr | zh-Hans | th | ro | pl | fr | bg | hr | de | da | fa | hu | ja | he | sr | sq | ko | uk,Niall Ferguson,Historian,"History is a curious thing, and Niall Ferguson investigates not only what happened but why. (Hint: Politics and money explain a lot.)",601
The Generosity Experiment,"In this inspiring talk at the NextGen:Charity conference, Sasha Dichter of the Acumen Fund shares the results of his month-long ""Generosity Experiment"" where he said ""yes"" to every request for help.","business, global issues, philanthropy",November 2010,0,302891,0,,Sasha Dichter,Nonprofit VC,"Sasha Dichter is director of business development at Acumen Fund, a nonprofit VC for enterprises serving the poor. He is the author of the ""Manifesto for Nonprofit CEOs"" and a blogger on philanthropy and social change.",133
The conscience of television,"TV executive Lauren Zalaznick thinks deeply about pop television. Sharing results of a bold study that tracks attitudes against TV ratings over five decades, she makes a case that television reflects who we truly are — in ways we might not have expected.","culture, entertainment, television",December 2010,792.0,704746,30,el | en | vi | ca | fr-CA | it | ar | pt-BR | gl | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | ro | pl | fr | bg | hr | de | fa | ja | he | sr | ko | uk,Lauren Zalaznick,Media executive,"After wholly revamping the Bravo Network, media trendsetter Lauren Zalaznick is inventing fresh ways for NBC Universal to reach coveted new audiences across multiple media.",162
Welcome to the genomic revolution,"Cheap and fast genome sequencing is about to turn health care (and insurance, and politics) upside down. Richard Resnick shows how, in this accessible talk.","DNA, TEDx, biotech, health care, science, technology, bioethics",July 2011,662.0,896002,35,el | en | vi | ca | it | cs | ar | pt-BR | eu | id | es | ru | nl | pt | zh-Hant | tr | lv | zh-Hans | th | ro | pl | fr | bg | hr | de | hu | fa | ja | he | sr | sq | ko | sv | sk | uk,Richard Resnick,Entrepreneur,"Richard Resnick is on the front lines of the business of genomes, as CEO of GenomeQuest, a maker of genomic software.",148
